,name,description,is_preschooler
433,katie and the dream-eater,"far, far away, beyond the rainbow and above the clouds, there is a magic land where unicorns and dragons live. and here too live the baku, the shy creatures that eat up bad dreams. every night the dream-eaters go out into the world to make sure that everyone has a good night's sleep.<br /> this is the story of a little dream-eater who went out to help a girl called katie. he fought off all the terrible dream monsters and ate up all her bad dreams. but then he found that he was caught on the wrong side of her dream. and there he was in katie's bedroom.<br /> what was katie to do with him? and how was he to get back to the other side of the dream?",0
437,my potty book for boys,"are you ready? it's potty time. dk has just what you need to introduce the concept to your little one. here are two new his and hers photographic potty books perfect for toddlers. my potty book for girls and my potty book for boys demystifies the often strange world of toilet training with ease. these step-by-step books start with the ""novice"" who is still in diapers and progress to the successful child who is gaining control of the situation. toddlers are encouraged to ""take a seat"" with a gentle ""take your time, there's no need to rush"" approach. photographs of real children will capture any child's attention and help develop confidence. at the end of my potty book parents will confidently exclaim, ""hooray! you did it!""",0
444,cookie count: a tasty pop-up,"<i>cookie count</i> is a mouth-watering book of lavish surprises -- a baker's bounty of ten pop-up spreads. award-winner robert sabuda's intricate paper engineering, along with his whimsical art, creates a book that will be counted as a family favorite for years to come.",0
449,"i love you, i hate you, get lost",a collection of seven humorous stories reflecting the ups and downs of teenage love and life.,0
451,bow-wow naps by number,"kids will be counting to ten in their sleep, thanks to this helpful pooch. in a wild dream, bow-wow makes his way through nine adventures and is handsomely rewarded with ten bones at the end.",0
452,bow-wow orders lunch,"bread. cheese. bread. cheese. bread. kids will complete the pattern with bow-wow and find a yummy treat at the end! delicious ingredients make this board book entertaining, educational, and mmmmmm . . . almost edible.",0
453,lizards!,"with dramatic die-cuts, stunning embossed covers and engaging texts, this unique early science series puts the spotlight on animals -- how they look; where they live; what they're like as babies and how they change as they grow up. awesome lifelike illustrations and informative stat boxes make learning about animals, mummies and volcanos fun and exciting!",0
466,the monster at the end of this book (sesame street),"by all accounts, this book is a favorite among toddlers and adults alike. generations will recall their first time reading along as lovable, furry old grover begs the reader not to turn the page . . . for a monster is at the end of the book! but, of course, the monster is none other than grover himself.<br /><br />a classic, not to be missed.",0
468,"karen's baby-sitter (baby-sitters little sister, #46)","karen and andrew have a new baby-sitter bart taylor! bart is so much fun. every day he has a new adventure -sledding, snow forts, and winter olympics. karen likes bart so much, she decides she has a crush on him.",0
469,"karen's leprechaun (baby-sitters little sister, #59)",karen and andrew are going to be in the st. patrick's day parade. the parade director is a funny little man dressed all in green. he tells karen he is a leprechaun.karen is not sure if she should believe the leprechaun. but karen loves his tales about rainbows and pots of gold. could the leprechaun stories be big trouble for karen?,0
470,the tawny scrawny lion (little golden storybook),"in the jungle no animal is safe from a lion's appetite. but what happens when a small white rabbit is appointed to talk to the lion about this problem? will the rabbit be the lion's next meal? <i>tawny scrawny lion</i>, with humorous illustrations by the great gustaf tenggren, has entertained generations of readers for over 40 years and is sure to delight generations to come.",0
473,good night san francisco,"easy-to-read text introduces the sights of san francisco, through a full day of sightseeing.",0
474,the murder on the links,"an urgent cry for help brings poirot to france. but he arrives too late to save his client, whose brutally stabbed body now lies face downwards in a shallow grave on a golf course.",0
