,name,description,is_preschooler
2154,"more spaghetti, i say!","<i>hello reader, level 2</i><br /><br />with inspiring and educational stories, scholastic's hello reader series caters to the spectrum of reading abilities among beginning readers. my first hello readers use basic words to reinforce phonics and sight vocabulary. the books at this level offer punch-out flash cards plus six additional pages of skill-building activities. levels 1 - 4 combine a greater vocabulary and longer sentence length. each book has an introductory letter from an education specialist guiding parents on how to help their children learn to read. preschool - grades 2.",1
2155,growing vegetable soup,"""dad says we are going to grow vegetable soup."" so begins lois ehlert’s bright, bold picture book about vegetable gardening for the very young. the necessary tools are pictured and labeled, as are the seeds (green bean, pea, corn, zucchini squash, and carrot). then the real gardening happens . . . planting, weeding, harvesting, washing, chopping, and cooking! in the end? ""it was the best soup ever."" ehlert’s simple, colorful cut-paper-style illustrations are child-friendly, as is the big black type. a recipe for vegetable soup tops it all off!",1
2157,baby food,"saxton freymann and joost elffers's most accessible picture book yet--a zoo of baby animals carved out of fruits and veggies, sized (and priced!) perfectly to sell to the gift and children's market.<br /><br />a menagerie of animals decorate the gloriously colored pages of baby food. animals ingeniously carved and cut from a cornucopia of fruits and vegetables, of course--what else would you expect from the talented saxton freymann and joost elffers, who brought us how are you peeling?! a chinese eggplant becomes a little penguin and a red pepper transforms into a baby hippo. a turnip becomes a baby duck and a cauliflower a sheep.<br /><br />parents, babies, and new moms and pops will love to share these animal babies! they make great winter holiday and easter gifts for grown-ups too.<br /><br /><br /><br /><br /><br /><br />",1
2158,the vegetable alphabet book,"a wonderful blend of facts and humor makes learning about vegetable gardening fun and easy. learn about fiddleheads, munchkin pumpkins, snow peas, walla wallas, and more!<br /><br />beautiful color illustrations lead children through a brief introduction to soil preparation and seed planting, as well as through a discovery of both common and exotic vegetables.",1
2160,the good-bye book,this little boy will do <i>anything</i> to avoid an evening with the baby-sitter. he pleads with his parents. he begs. he bargains. maybe he has a fever of a hundred and ten. maybe he'll run away. <i>maybe</i> he won't say good-bye!,1
2161,i could eat you up!,"how do i love you? like a sugar lump, like a juicy berry, like a plump little peach. mothers and fathers love their little babies so much, they could just eat them all up! this winsome picture book depicts loving moments between human parents and babies, mare and pony, hen and chicks, as well as other cuddly friends from the animal kingdom.",1
2162,clyde monster,a young monster is afraid of the dark because he believes that a person may be lurking under the bed or in a corner.,1
2163,a shelter in our car,"since she left jamaica for america after her father died, zettie lives in a car with her mother while they both go to school and plan for a real home.",1
2164,henry david's house,"young readers are introduced to henry david thoreau's masterpiece, walden, through excerpts from the original work.",1
2166,the day we met you,"step by loving step, a couple prepares their home for the arrival of their adopted baby. ""when the happy couple holds their smiling infant for the first time ... the joy is almost palpable"". -- publishers weekly. ""adopted children love to hear their homecoming stories over and over, and this is a perfect book to encourage such retellings"". -- school library journal.includes an afterword that provides parents with guidance about how and when to explain adoption to their children.",1
2167,shrek!,"shrek, a horrid little ogre, goes out into the world to find adventure and along the way encounters a witch, a knight in armor, a dragon, and, finally, a hideous princess, who's even uglier than he is!<br />",1
2168,superdog: the heart of a hero,"dexter is a little dog. he′s so little that the other dogs forget to invite him to play, and cleevis the tomcat bullies him. but little dexter has dreams -- big dreams. he wants to be a superhero. so dexter starts a superhero training program. and suddenly, even cleevis needs his help!<br /><br />in superdog, husband-and-wife team mark and caralyn buehner have created a timeless story about a true superhero. dexter has determination, spirit, and heart as he proves, above all, that no matter how little you are, you can still do very big things.",1
